Comuna,Codigo_comuna,Barrio,Codigo_barrio,Ninguna,Ciego total,Sordo Total,Mudez,Dificultad para moverse o caminar por sí mismo,"Dificultad para bañarse, vestirse, alimentarse por sí mismo",Dificultad para salir a la calle sin ayuda o compañía,Dificultad para aprender o entender,Sexo
BELEN,16,LA MOTA,1608,51,0,0,0,0,1,0,0,Mujer
BELEN,16,LA HONDONADA,1609,129,0,0,0,1,0,0,1,Hombre
BELEN,16,LA HONDONADA,1609,148,1,0,0,0,0,0,0,Mujer
BELEN,16,EL RINCON,1610,589,0,1,1,3,0,4,5,Hombre
BELEN,16,EL RINCON,1610,627,1,2,0,0,0,3,3,Mujer
BELEN,16,LOMA DE LOS BERNAL,1611,26,0,0,0,0,1,0,0,Hombre
BELEN,16,LOMA DE LOS BERNAL,1611,35,0,0,0,1,0,0,0,Mujer
BELEN,16,LA GLORIA,1612,72,0,0,0,1,1,0,1,Hombre
BELEN,16,LA GLORIA,1612,78,0,0,0,0,0,0,0,Mujer
BELEN,16,ALTAVISTA,1613,433,0,1,0,5,0,1,2,Hombre
BELEN,16,ALTAVISTA,1613,501,0,0,0,1,1,3,3,Mujer
BELEN,16,LA PALMA,1614,12,0,0,0,0,0,0,0,Hombre
BELEN,16,LA PALMA,1614,29,0,0,0,0,0,0,1,Mujer
BELEN,16,LOS ALPES,1615,84,0,0,0,0,0,1,0,Hombre
BELEN,16,LOS ALPES,1615,100,0,0,0,1,0,0,0,Mujer
BELEN,16,LAS VIOLETAS,1616,349,1,0,0,0,2,1,2,Hombre
BELEN,16,LAS VIOLETAS,1616,397,0,0,0,2,0,1,1,Mujer
BELEN,16,LAS MERCEDES,1617,154,0,1,0,0,0,0,0,Hombre
BELEN,16,LAS MERCEDES,1617,197,0,0,0,0,0,3,2,Mujer
BELEN,16,NUEVA VILLA DEL ABURRA,1618,13,0,0,0,0,0,0,0,Hombre
BELEN,16,NUEVA VILLA DEL ABURRA,1618,14,0,0,0,0,0,0,0,Mujer
BELEN,16,MIRAVALLE,1619,10,0,0,0,0,0,0,0,Hombre
BELEN,16,MIRAVALLE,1619,10,0,0,0,0,0,1,0,Mujer
BELEN,16,EL NOGAL-LOS ALMENDROS,1620,2,0,0,0,0,0,0,0,Hombre
BELEN,16,EL NOGAL-LOS ALMENDROS,1620,2,0,0,0,0,0,0,0,Mujer
BELEN,16,CERRO NUTIBARA,1621,2,0,0,0,0,0,0,0,Hombre
BELEN,16,CERRO NUTIBARA,1621,3,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,LA SUIZA,5001,8,0,0,0,0,0,0,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,LA SUIZA,5001,8,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,LA FRISOLA,5002,21,0,0,0,0,0,0,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,LA FRISOLA,5002,18,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,LA VOLCANA GUAYABAL,5003,14,0,0,0,0,0,0,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,LA VOLCANA GUAYABAL,5003,21,0,0,0,0,1,1,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,PALMITAS SECTOR CENTRAL,5004,36,0,0,0,0,0,2,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,PALMITAS SECTOR CENTRAL,5004,50,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,LA ALDEA,5005,7,0,0,0,0,0,0,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,LA ALDEA,5005,6,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,POTRERA MISERENGA,5006,24,0,0,0,0,0,0,0,Hombre
SAN SEBASTIAN DE PALMITAS,50,POTRERA MISERENGA,5006,26,0,0,0,0,0,0,0,Mujer
SAN SEBASTIAN DE PALMITAS,50,LA URQUITA,5007,34,0,0,0,0,0,0,1,Hombre
SAN SEBASTIAN DE PALMITAS,50,LA URQUITA,5007,48,0,0,0,1,0,1,2,Mujer
SAN CRISTOBAL,60,CABECERA URBANA SAN CRISTOBAL,6000,455,0,1,0,3,0,3,5,Hombre
SAN CRISTOBAL,60,CABECERA URBANA SAN CRISTOBAL,6000,505,0,1,1,2,0,0,3,Mujer
SAN CRISTOBAL,60,LA LOMA,6001,557,1,1,0,0,1,2,4,Hombre
SAN CRISTOBAL,60,LA LOMA,6001,587,0,0,0,2,1,2,1,Mujer
SAN CRISTOBAL,60,LA PALMA-EL PATIO,6002,236,0,0,0,1,1,1,1,Hombre
SAN CRISTOBAL,60,LA PALMA-EL PATIO,6002,241,0,1,0,2,0,2,3,Mujer
SAN CRISTOBAL,60,LAS PLAYAS,6003,11,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,LAS PLAYAS,6003,9,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,EL UVITO,6004,9,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,EL UVITO,6004,9,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,NARANJAL,6005,2,0,0,0,0,0,0,1,Hombre
SAN CRISTOBAL,60,NARANJAL,6005,4,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,LA CUCHILLA,6006,2,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,LA CUCHILLA,6006,2,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,EL LLANO,6007,59,0,0,0,0,0,1,1,Hombre
SAN CRISTOBAL,60,EL LLANO,6007,64,0,0,0,0,0,2,1,Mujer
SAN CRISTOBAL,60,TRAVESIAS,6008,145,0,0,1,2,0,1,1,Hombre
SAN CRISTOBAL,60,TRAVESIAS,6008,154,0,0,0,0,0,2,1,Mujer
SAN CRISTOBAL,60,PEDREGAL ALTO,6009,65,0,0,0,1,0,2,3,Hombre
SAN CRISTOBAL,60,PEDREGAL ALTO,6009,72,1,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,PAJARITO,6011,999,0,2,1,10,2,4,11,Hombre
SAN CRISTOBAL,60,PAJARITO,6011,1138,0,2,1,7,2,5,2,Mujer
SAN CRISTOBAL,60,EL PICACHO,6012,56,0,0,0,1,0,0,1,Hombre
SAN CRISTOBAL,60,EL PICACHO,6012,60,0,0,0,1,0,0,0,Mujer
SAN CRISTOBAL,60,EL CARMELO,6013,1,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,EL CARMELO,6013,2,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,YOLOMBO,6014,17,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,YOLOMBO,6014,22,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,SAN JOSE DE LA MONTAÑA,6015,36,0,0,0,0,0,0,0,Hombre
SAN CRISTOBAL,60,SAN JOSE DE LA MONTAÑA,6015,38,0,0,0,0,0,0,0,Mujer
SAN CRISTOBAL,60,BOQUERON,6016,5,0,0,0,1,0,0,0,Hombre
SAN CRISTOBAL,60,BOQUERON,6016,4,0,0,0,0,0,0,0,Mujer
ALTAVISTA,70,ALTAVISTA SECTOR CENTRAL,7001,576,0,0,2,5,1,2,7,Hombre
ALTAVISTA,70,ALTAVISTA SECTOR CENTRAL,7001,610,1,1,0,3,1,2,1,Mujer
ALTAVISTA,70,LA ESPERANZA,7083,13,0,0,0,0,0,0,0,Hombre
ALTAVISTA,70,LA ESPERANZA,7083,27,0,0,0,0,0,0,0,Mujer
ALTAVISTA,70,EL CORAZON EL MORRO,7088,107,0,0,0,0,0,0,2,Hombre
ALTAVISTA,70,EL CORAZON EL MORRO,7088,150,0,0,0,0,1,1,0,Mujer
ALTAVISTA,70,SAN JOSE DEL MANZANILLO,7089,86,0,0,0,1,1,0,0,Hombre
ALTAVISTA,70,SAN JOSE DEL MANZANILLO,7089,79,0,0,0,2,0,0,0,Mujer
SAN ANTONIO DE PRADO,80,CABECERA SAN ANTONIO DE PRADO,8000,1788,1,7,4,5,0,8,16,Hombre
SAN ANTONIO DE PRADO,80,CABECERA SAN ANTONIO DE PRADO,8000,1981,0,3,1,2,0,4,7,Mujer
SAN ANTONIO DE PRADO,80,EL VERGEL,8001,305,0,1,0,3,0,1,0,Hombre
SAN ANTONIO DE PRADO,80,EL VERGEL,8001,344,0,0,0,0,1,1,3,Mujer
SAN ANTONIO DE PRADO,80,LA FLORIDA,8002,39,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,LA FLORIDA,8002,39,0,0,0,1,0,0,0,Mujer
SAN ANTONIO DE PRADO,80,LA VERDE,8005,95,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,LA VERDE,8005,90,0,0,0,0,0,0,1,Mujer
SAN ANTONIO DE PRADO,80,EL SALADO,8006,31,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,EL SALADO,8006,19,0,0,0,0,0,0,0,Mujer
SAN ANTONIO DE PRADO,80,EL ASTILLERO,8007,8,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,EL ASTILLERO,8007,13,0,0,0,0,0,0,0,Mujer
SAN ANTONIO DE PRADO,80,YARUMALITO,8008,10,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,YARUMALITO,8008,9,0,0,0,0,0,0,0,Mujer
SAN ANTONIO DE PRADO,80,SUBURBANO POTRERITO,8089,14,0,0,0,0,0,0,0,Hombre
SAN ANTONIO DE PRADO,80,SUBURBANO POTRERITO,8089,13,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,EL CERRO,9001,34,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,EL CERRO,9001,49,0,0,0,0,0,1,0,Mujer
SANTA ELENA,90,EL LLANO SE,9002,57,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,EL LLANO SE,9002,59,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,EL PLAN,9003,73,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,EL PLAN,9003,73,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,LAS PALMAS,9004,24,0,0,0,1,0,0,0,Hombre
SANTA ELENA,90,LAS PALMAS,9004,24,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,MEDIA LUNA,9005,35,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,MEDIA LUNA,9005,22,0,0,0,0,1,0,0,Mujer
SANTA ELENA,90,SANTA ELENA SECTOR CENTRAL,9006,76,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,SANTA ELENA SECTOR CENTRAL,9006,81,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,EL PLACER,9007,29,0,0,0,0,0,0,1,Hombre
SANTA ELENA,90,EL PLACER,9007,28,0,0,0,0,0,0,0,Mujer
SANTA ELENA,90,PIEDRAS BLANCAS,9008,32,0,0,0,0,0,0,1,Hombre
SANTA ELENA,90,PIEDRAS BLANCAS,9008,33,0,0,0,0,0,1,0,Mujer
SANTA ELENA,90,PIEDRA GORDA,9012,28,0,0,0,0,0,0,0,Hombre
SANTA ELENA,90,PIEDRA GORDA,9012,21,0,0,0,0,0,1,0,Mujer
SANTA ELENA,90,BARRO BLANCO,9013,70,0,0,0,0,0,1,0,Hombre
SANTA ELENA,90,BARRO BLANCO,9013,72,0,1,0,0,0,1,0,Mujer
